,Score,Group_0,Group_1,Group_2,Group_3
0,0.0,100.0,100.0,100.0,100.0
1,0.5,100.0,100.0,100.0,100.0
2,1.0,100.0,100.0,100.0,100.0
3,1.5,100.0,100.0,100.0,100.0
4,2.0,100.0,98.24561403508771,100.0,100.0
5,2.5,100.0,100.0,100.0,100.0
6,3.0,100.0,96.7032967032967,100.0,100.0
7,3.5,100.0,97.79411764705883,100.0,100.0
8,4.0,100.0,98.50746268656717,100.0,100.0
9,4.5,88.88888888888889,98.91304347826086,97.22222222222221,100.0
10,5.0,100.0,97.94520547945206,95.34883720930233,100.0
11,5.5,100.0,96.95431472081218,93.18181818181817,100.0
12,6.0,100.0,95.81395348837209,93.44262295081968,100.0
13,6.5,95.45454545454545,96.875,89.1891891891892,50.0
14,7.0,100.0,95.47169811320755,97.14285714285714,100.0
15,7.5,100.0,95.88607594936708,97.36842105263158,100.0
16,8.0,95.0,95.86206896551724,96.61016949152543,100.0
17,8.5,93.33333333333333,95.9349593495935,96.36363636363636,100.0
18,9.0,100.0,94.87951807228916,89.58333333333334,100.0
19,9.5,95.65217391304348,93.15068493150685,93.33333333333333,100.0
20,10.0,100.0,96.1340206185567,88.40579710144928,100.0
21,10.5,100.0,95.65217391304348,90.9090909090909,100.0
22,11.0,100.0,92.62899262899262,96.96969696969697,100.0
23,11.5,84.21052631578947,92.85714285714286,88.88888888888889,100.0
24,12.0,95.65217391304348,94.17249417249417,87.5,100.0
25,12.5,93.33333333333333,90.76212471131639,96.20253164556962,100.0
26,13.0,93.33333333333333,93.24324324324324,92.5,100.0
27,13.5,95.23809523809523,91.66666666666666,95.45454545454545,100.0
28,14.0,96.29629629629629,88.18380743982495,92.0,100.0
29,14.5,100.0,89.1826923076923,98.57142857142858,100.0
30,15.0,96.42857142857143,90.56603773584906,89.81481481481481,100.0
31,15.5,100.0,90.13761467889908,92.85714285714286,100.0
32,16.0,96.0,85.96491228070175,93.97590361445783,100.0
33,16.5,96.55172413793103,88.59223300970875,90.82568807339449,100.0
34,17.0,89.47368421052632,87.5984251968504,89.28571428571429,66.66666666666666
35,17.5,88.0,88.35164835164835,91.20879120879121,0.0
36,18.0,96.66666666666667,85.87443946188341,85.29411764705883,0.0
37,18.5,77.77777777777779,87.0,89.01098901098901,50.0
38,19.0,100.0,85.3211009174312,83.9506172839506,100.0
39,19.5,100.0,87.21649484536083,94.3820224719101,100.0
40,20.0,100.0,86.08695652173914,87.09677419354838,50.0
41,20.5,90.9090909090909,82.80632411067194,87.95180722891565,100.0
42,21.0,100.0,85.14056224899599,85.18518518518519,50.0
43,21.5,95.0,82.68482490272373,85.86956521739131,50.0
44,22.0,96.29629629629629,81.6,90.0,100.0
45,22.5,95.23809523809523,86.66666666666667,85.07462686567165,100.0
46,23.0,95.83333333333334,78.4090909090909,83.33333333333334,100.0
47,23.5,87.09677419354838,86.40776699029125,91.46341463414635,100.0
48,24.0,100.0,79.27063339731286,90.78947368421053,100.0
49,24.5,95.83333333333334,80.81180811808119,78.26086956521739,100.0
50,25.0,90.32258064516128,80.39568345323741,86.3013698630137,100.0
51,25.5,95.65217391304348,77.99607072691552,85.8974358974359,100.0
52,26.0,92.3076923076923,78.29457364341084,91.56626506024097,100.0
53,26.5,87.09677419354838,81.8574514038877,87.93103448275862,100.0
54,27.0,96.15384615384616,80.87431693989072,90.76923076923077,100.0
55,27.5,100.0,77.99145299145299,89.0909090909091,100.0
56,28.0,83.33333333333334,75.7751937984496,75.0,100.0
57,28.5,84.0,79.32489451476793,80.51948051948052,100.0
58,29.0,90.625,76.03485838779956,85.71428571428571,0.0
59,29.5,78.94736842105263,76.73913043478261,89.47368421052632,100.0
60,30.0,93.54838709677419,73.16561844863732,85.9375,100.0
61,30.5,75.0,79.56989247311827,81.25,100.0
62,31.0,90.47619047619048,75.63218390804597,76.59574468085107,0.0
63,31.5,91.66666666666666,73.89277389277389,78.37837837837837,100.0
64,32.0,92.0,72.87735849056604,84.12698412698413,100.0
65,32.5,84.21052631578947,69.95073891625616,81.81818181818183,100.0
66,33.0,100.0,75.84541062801932,83.33333333333334,100.0
67,33.5,93.75,72.88888888888889,80.3921568627451,100.0
68,34.0,84.61538461538461,71.52466367713004,80.85106382978722,100.0
69,34.5,100.0,68.83116883116884,64.28571428571429,100.0
70,35.0,80.64516129032258,72.78911564625851,67.1875,100.0
71,35.5,87.5,70.32085561497327,73.52941176470588,100.0
72,36.0,81.25,75.0,74.46808510638297,100.0
73,36.5,93.75,69.49602122015915,85.29411764705883,100.0
74,37.0,80.0,70.0,84.7457627118644,100.0
75,37.5,88.88888888888889,72.7810650887574,83.60655737704919,100.0
76,38.0,88.88888888888889,64.02116402116403,75.80645161290323,100.0
77,38.5,71.42857142857143,69.01408450704226,79.62962962962963,100.0
78,39.0,83.33333333333334,57.1875,71.875,100.0
79,39.5,100.0,68.35820895522387,79.03225806451613,100.0
80,40.0,95.45454545454545,65.0485436893204,72.41379310344827,100.0
81,40.5,77.77777777777779,65.98240469208211,94.23076923076923,100.0
82,41.0,80.0,66.55405405405406,79.16666666666666,100.0
83,41.5,84.61538461538461,57.227138643067846,69.81132075471697,100.0
84,42.0,84.61538461538461,68.47457627118644,73.91304347826086,0.0
85,42.5,89.28571428571429,65.80882352941177,72.0,0.0
86,43.0,90.9090909090909,65.21739130434783,73.80952380952381,0.0
87,43.5,87.5,61.41479099678456,64.28571428571429,100.0
88,44.0,75.0,61.53846153846154,82.35294117647058,100.0
89,44.5,83.33333333333334,66.43109540636041,76.19047619047619,100.0
90,45.0,91.66666666666666,65.51724137931035,72.3404255319149,100.0
91,45.5,100.0,61.68582375478927,79.41176470588235,0.0
92,46.0,78.94736842105263,63.45381526104418,68.29268292682927,100.0
93,46.5,83.33333333333334,53.2258064516129,60.0,100.0
94,47.0,84.21052631578947,59.7457627118644,69.56521739130434,100.0
95,47.5,82.35294117647058,66.39344262295081,71.73913043478261,100.0
96,48.0,85.71428571428571,62.34177215189873,65.11627906976744,100.0
97,48.5,83.33333333333334,60.43956043956044,79.24528301886792,100.0
98,49.0,100.0,56.810631229235874,66.66666666666666,0.0
99,49.5,90.0,63.26530612244898,62.16216216216216,100.0
100,50.0,83.33333333333334,55.833333333333336,64.70588235294117,100.0
101,50.5,76.92307692307693,64.7457627118644,65.95744680851064,100.0
102,51.0,88.88888888888889,60.3448275862069,72.22222222222221,0.0
103,51.5,73.33333333333333,49.01960784313725,53.191489361702125,0.0
104,52.0,80.0,53.77358490566038,63.1578947368421,0.0
105,52.5,78.57142857142857,51.58371040723983,70.73170731707317,0.0
106,53.0,66.66666666666666,53.68852459016394,66.66666666666666,0.0
107,53.5,71.42857142857143,55.27272727272727,74.35897435897436,0.0
108,54.0,88.88888888888889,54.20168067226891,65.78947368421053,0.0
109,54.5,66.66666666666666,51.736111111111114,60.97560975609756,50.0
110,55.0,83.33333333333334,56.62100456621004,61.36363636363637,100.0
111,55.5,90.9090909090909,50.83056478405316,46.2962962962963,0.0
112,56.0,42.857142857142854,48.40579710144928,61.702127659574465,0.0
113,56.5,87.5,44.31818181818182,53.57142857142857,0.0
114,57.0,71.42857142857143,43.417366946778714,48.837209302325576,0.0
115,57.5,83.33333333333334,45.878136200716845,49.25373134328358,0.0
116,58.0,100.0,44.66019417475729,44.0,0.0
117,58.5,71.42857142857143,47.16981132075472,73.17073170731707,0.0
118,59.0,33.33333333333333,43.29501915708812,57.77777777777777,0.0
119,59.5,78.57142857142857,41.50326797385621,46.0,0.0
120,60.0,90.9090909090909,40.85106382978723,43.39622641509434,0.0
121,60.5,90.9090909090909,45.13618677042802,58.139534883720934,0.0
122,61.0,70.0,40.43887147335423,41.30434782608695,0.0
123,61.5,85.71428571428571,42.63565891472868,52.94117647058824,0.0
124,62.0,90.9090909090909,43.00699300699301,54.0,100.0
125,62.5,77.77777777777779,45.27363184079602,41.37931034482759,0.0
126,63.0,72.72727272727273,43.25259515570934,36.36363636363637,0.0
127,63.5,66.66666666666666,40.0,57.49999999999999,0.0
128,64.0,85.71428571428571,35.9504132231405,52.38095238095239,100.0
129,64.5,50.0,44.44444444444444,61.36363636363637,0.0
130,65.0,80.0,40.0,68.57142857142857,0.0
131,65.5,66.66666666666666,43.08943089430895,47.61904761904761,0.0
132,66.0,100.0,37.37864077669903,50.0,100.0
133,66.5,66.66666666666666,33.6322869955157,31.70731707317073,0.0
134,67.0,25.0,44.134078212290504,54.166666666666664,0.0
135,67.5,42.857142857142854,32.88888888888889,35.714285714285715,0.0
136,68.0,50.0,42.54385964912281,56.00000000000001,0.0
137,68.5,66.66666666666666,37.17277486910995,54.761904761904766,0.0
138,69.0,50.0,37.00787401574803,43.75,0.0
139,69.5,87.5,32.78688524590164,12.903225806451612,0.0
140,70.0,71.42857142857143,39.92395437262358,38.23529411764706,33.33333333333333
141,70.5,50.0,32.54716981132076,53.84615384615385,100.0
142,71.0,100.0,31.65137614678899,35.13513513513514,0.0
143,71.5,77.77777777777779,39.10891089108911,56.25,100.0
144,72.0,66.66666666666666,28.71287128712871,37.254901960784316,100.0
145,72.5,100.0,30.373831775700932,26.666666666666668,0.0
146,73.0,50.0,27.074235807860266,36.0,0.0
147,73.5,71.42857142857143,24.352331606217618,36.36363636363637,0.0
148,74.0,33.33333333333333,27.83882783882784,36.11111111111111,0.0
149,74.5,100.0,22.705314009661837,24.137931034482758,0.0
150,75.0,80.0,27.188940092165897,29.72972972972973,0.0
151,75.5,57.14285714285714,25.0,51.515151515151516,0.0
152,76.0,50.0,22.779922779922778,41.37931034482759,0.0
153,76.5,50.0,24.46808510638298,23.809523809523807,0.0
154,77.0,100.0,20.207253886010363,31.57894736842105,0.0
155,77.5,50.0,26.6304347826087,30.434782608695656,0.0
156,78.0,57.14285714285714,22.76422764227642,41.02564102564102,0.0
157,78.5,0.0,17.699115044247787,35.483870967741936,0.0
158,79.0,60.0,20.408163265306122,35.13513513513514,0.0
159,79.5,60.0,21.90082644628099,23.91304347826087,0.0
160,80.0,66.66666666666666,23.580786026200872,16.666666666666664,0.0
161,80.5,66.66666666666666,18.666666666666668,21.73913043478261,0.0
162,81.0,22.22222222222222,17.431192660550458,29.166666666666668,0.0
163,81.5,44.44444444444444,18.650793650793652,19.230769230769234,0.0
164,82.0,0.0,18.340611353711793,20.51282051282051,0.0
165,82.5,33.33333333333333,18.779342723004692,15.384615384615385,0.0
166,83.0,75.0,14.418604651162791,34.48275862068966,0.0
167,83.5,50.0,15.09433962264151,22.857142857142858,0.0
168,84.0,100.0,12.444444444444445,14.285714285714285,0.0
169,84.5,0.0,9.56175298804781,35.714285714285715,0.0
170,85.0,33.33333333333333,16.129032258064516,17.307692307692307,0.0
171,85.5,33.33333333333333,9.523809523809524,16.071428571428573,0.0
172,86.0,66.66666666666666,13.750000000000002,21.62162162162162,0.0
173,86.5,0.0,10.95890410958904,9.523809523809524,0.0
174,87.0,60.0,8.391608391608392,21.428571428571427,0.0
175,87.5,0.0,6.25,13.333333333333334,0.0
176,88.0,66.66666666666666,4.929577464788732,23.52941176470588,0.0
177,88.5,0.0,15.068493150684931,13.333333333333334,0.0
178,89.0,0.0,7.042253521126761,3.7037037037037033,0.0
179,89.5,66.66666666666666,4.878048780487805,6.666666666666667,0.0
180,90.0,33.33333333333333,2.1739130434782608,0.0,0.0
181,90.5,0.0,10.0,0.0,0.0
182,91.0,66.66666666666666,12.5,25.0,0.0
183,91.5,0.0,35.714285714285715,27.27272727272727,0.0
184,92.0,0.0,0.0,33.33333333333333,0.0
185,92.5,0.0,0.0,0.0,0.0
186,93.0,0.0,0.0,0.0,0.0
187,93.5,0.0,0.0,0.0,0.0
188,94.0,0.0,33.33333333333333,33.33333333333333,0.0
189,94.5,0.0,0.0,0.0,0.0
190,95.0,0.0,50.0,0.0,0.0
191,95.5,0.0,0.0,0.0,0.0
192,96.0,0.0,0.0,0.0,0.0
193,96.5,0.0,0.0,0.0,0.0
194,97.0,0.0,0.0,0.0,0.0
195,97.5,0.0,0.0,0.0,0.0
196,98.0,0.0,0.0,0.0,0.0
197,98.5,0.0,0.0,0.0,0.0
198,99.0,0.0,0.0,0.0,0.0
199,99.5,0.0,0.0,0.0,0.0
200,100.0,0.0,0.0,0.0,0.0
